,actual,predicted
0,0.0009648208333333335,0.0009648488
1,0.0009648208333333335,0.00096282654
2,0.0009648208333333335,0.00096080016
3,0.0009648208333333335,0.00095877546
4,0.0009648208333333335,0.0009567532
5,0.0009648208333333335,0.0009547268
6,0.0009648208333333335,0.0009527013
7,0.0009648208333333335,0.00095067744
8,0.0009648208333333335,0.0009486527
9,0.0009648208333333335,0.0009466271
10,0.0009648208333333335,0.00094460323
11,0.0009648208333333335,0.0009425777
12,0.0009648208333333335,0.00094055216
13,0.0009648208333333335,0.00093852746
14,0.0009648208333333335,0.0009365035
15,0.0009648208333333335,0.0009344788
16,0.0009648208333333335,0.00093245326
17,0.0009648208333333335,0.00093043107
18,0.0009648208333333335,0.0009284063
19,0.0009648208333333335,0.00092638325
20,0.0009648208333333335,0.00092435605
21,0.0009648208333333335,0.00092233135
22,0.0009648208333333335,0.00092030497
23,0.0009648208333333335,0.0009182827
24,0.0009648208333333335,0.0009162572
25,0.0009648208333333335,0.00091423164
26,0.0009648208333333335,0.00091220776
27,0.0009648208333333335,0.0009101822
28,0.0009648208333333335,0.0009081566
29,0.0009648208333333335,0.0009061336
30,0.0009648208333333335,0.00090410805
31,0.0009648208333333335,0.0009020833
32,0.0009648208333333335,0.0009000594
33,0.0009648208333333335,0.00089803303
34,0.0009648208333333335,0.0008960075
35,0.0009648208333333335,0.00089398527
36,0.0009648208333333335,0.0008919597
37,0.0009648208333333335,0.0008899342
38,0.0009648208333333335,0.0008879111
39,0.0009648208333333335,0.00088588306
40,0.0009648208333333335,0.00088386086
41,0.0009648208333333335,0.0008818361
42,0.0009648208333333335,0.0008798114
43,0.0009648208333333335,0.00087778585
44,0.0009648208333333335,0.0008757628
45,0.0009648208333333335,0.0008737381
46,0.0009648208333333335,0.0008717134
47,0.0009648208333333335,0.0008696878
48,0.0009648208333333335,0.0008676631
49,0.0009648208333333335,0.00086564006
50,0.0009648208333333335,0.0008636137
51,0.0009648208333333335,0.0008615889
52,0.0009648208333333335,0.0008595642
53,0.0009648208333333335,0.00085413706
54,0.0009648208333333335,0.0008537613
55,0.0009648208333333335,0.00086561765
56,0.0009648208333333335,0.00086911797
57,0.0009648208333333335,0.0008828954
58,0.0009648208333333335,0.0008785954
59,0.0009648208333333335,0.0008699823
60,0.0009648208333333335,0.00085817324
61,0.0009648208333333335,0.00085013075
62,0.0009648208333333335,0.0008452676
63,0.0009648208333333335,0.0008404028
64,0.0009648208333333335,0.00083553634
65,0.0009648208333333335,0.0008306724
66,0.0009648208333333335,0.00082580594
67,0.0009648208333333335,0.0008209436
68,0.0009648208333333335,0.0008160788
69,0.0009648208333333335,0.00081121485
70,0.0009648208333333335,0.0008063484
71,0.0009648208333333335,0.0008014836
72,0.0009648208333333335,0.0007966196
73,0.0009648208333333335,0.0007917523
74,0.0009648208333333335,0.00078688917
75,0.0009648208333333335,0.00078202353
76,0.0009648208333333335,0.0007771612
77,0.0009648208333333335,0.00077229476
78,0.0009648208333333335,0.00076743
79,0.0009648208333333335,0.0007625635
80,0.0009648208333333335,0.00075770123
81,0.0009648208333333335,0.0007528356
82,0.0009648208333333335,0.0007479708
83,0.0009648208333333335,0.00074310595
84,0.0009648208333333335,0.0007381491
85,0.0009648208333333335,0.00073307444
86,0.0009648208333333335,0.00072888564
87,0.0009648208333333335,0.00072704506
88,0.0009648208333333335,0.00072840624
89,0.0009648208333333335,0.000730387
90,0.0009648208333333335,0.00073286955
91,0.0009648208333333335,0.00073685014
92,0.0009648208333333335,0.0007426498
93,0.0009648208333333335,0.0007486111
94,0.0009648208333333335,0.0007542457
95,0.0009648208333333335,0.0007617465
96,0.0009648208333333335,0.0007696977
97,0.0009648208333333335,0.00077789696
98,0.0009648208333333335,0.0007860946
99,0.0009648208333333335,0.0007948296
100,0.0009648208333333335,0.0008035871
101,0.0009648208333333335,0.0008086742
102,0.0009648208333333335,0.0008195476
103,0.0009648208333333335,0.00083118246
104,0.0009648208333333335,0.0008437538
105,0.0009648208333333335,0.00085456506
106,0.0009648208333333335,0.00086529664
107,0.0009648208333333335,0.00087429717
108,0.0009648208333333335,0.0008825221
109,0.0009648208333333335,0.0008878879
110,0.0009648208333333335,0.000891973
111,0.0009648208333333335,0.00089641724
112,0.0009648208333333335,0.00089885836
113,0.0009648208333333335,0.00090001547
114,0.0009648208333333335,0.0009053788
115,0.0009648208333333335,0.00090916775
116,0.0009648208333333335,0.000909366
117,0.0009648208333333335,0.0009005538
118,0.0009648208333333335,0.00090543024
119,0.0009648208333333335,0.0008989828
120,0.0009648208333333335,0.0009059188
121,0.0009648208333333335,0.00090613693
122,0.0009648208333333335,0.0009086004
123,0.0009648208333333335,0.0009070734
124,0.0009648208333333335,0.0009055472
125,0.0009648208333333335,0.0009040243
126,0.0009648208333333335,0.0009024964
127,0.0009648208333333335,0.0009009718
128,0.0009648208333333335,0.0008994465
129,0.0009648208333333335,0.0008979202
130,0.0009648208333333335,0.000896394
131,0.0009648208333333335,0.0008948678
132,0.0009648208333333335,0.0008933424
133,0.0009648208333333335,0.0008918162
134,0.0009648208333333335,0.00089059444
135,0.0009648208333333335,0.0008894514
136,0.0009648208333333335,0.00088830845
137,0.0009648208333333335,0.0008871646
138,0.0009648208333333335,0.00088601914
139,0.0009648208333333335,0.0008848753
140,0.0009648208333333335,0.0008837298
141,0.0009648208333333335,0.0008825868
142,0.0009648208333333335,0.00088158314
143,0.0009648208333333335,0.0008824309
144,0.0009648208333333335,0.00088327774
145,0.0009648208333333335,0.0008841213
146,0.0009648208333333335,0.000884969
147,0.0009648208333333335,0.00088581425
148,0.0009648208333333335,0.0008866238
149,0.0009648208333333335,0.00088667276
150,0.0009648208333333335,0.00088666193
151,0.0009648208333333335,0.0008869058
152,0.0009648208333333335,0.00088735204
153,0.0009648208333333335,0.0008891943
154,0.0009648208333333335,0.00089209573
155,0.0009648208333333335,0.0008961892
156,0.0009648208333333335,0.0009012381
157,0.0009648208333333335,0.00090628536
158,0.0009648208333333335,0.00091133267
159,0.0009648208333333335,0.00091637747
160,0.0009648208333333335,0.00092128786
