t_room,t_out,rh_room,rh_out,setpoint,t_offset,tsp_offset,pmv-ppd,h_room,h_out,h_offset,energy,saved_energy
22.324324324324326,36.44,43.0,58.0,22.0,14.115675675675671,14.439999999999998,0.1,0.0072003091436410906,0.022449843441352608,0.015249534297711517,0.9849204206156291,0.0
22.405405405405407,36.44,43.0,58.0,22.0,14.03459459459459,14.439999999999998,0.1,0.007236294709291996,0.022449843441352608,0.015213548732060612,0.9792594887118189,0.0
22.56756756756757,36.44,44.0,58.0,22.0,13.87243243243243,14.439999999999998,0.1,0.007480759367855955,0.022449843441352608,0.014969084073496654,0.965205364932114,0.0
22.56756756756757,36.44,45.0,58.0,22.0,13.87243243243243,14.439999999999998,0.1,0.007652868458553803,0.022449843441352608,0.014796974982798805,0.9623832089314301,0.0
22.486486486486488,36.44,44.0,58.0,22.0,13.95351351351351,14.439999999999998,0.1,0.007443590038457195,0.022449843441352608,0.015006253402895412,0.9708136868572815,0.0
22.405405405405407,36.44,44.0,58.0,22.0,14.03459459459459,14.439999999999998,0.1,0.00740658452973715,0.022449843441352608,0.015043258911615457,0.9764512568076565,0.0
22.324324324324326,36.44,43.0,58.0,22.0,14.115675675675671,14.439999999999998,0.1,0.0072003091436410906,0.022449843441352608,0.015249534297711517,0.9849204206156291,0.0
22.24324324324324,36.44,43.0,58.0,22.0,14.19675675675676,14.439999999999998,0.1,0.0071644822549014565,0.022449843441352608,0.01528536118645115,0.9906111548577498,0.0
22.24324324324324,36.44,43.0,58.0,22.0,14.19675675675676,14.439999999999998,0.1,0.0071644822549014565,0.022449843441352608,0.01528536118645115,0.9906111548577498,0.0
22.56756756756757,36.44,43.0,58.0,22.0,13.87243243243243,14.439999999999998,0.1,0.0073087443399220695,0.022449843441352608,0.01514109910143054,0.9680259785401631,0.0
22.64864864864865,36.44,44.0,58.0,22.0,13.791351351351349,14.439999999999998,-0.07,0.007518093154951264,0.022449843441352608,0.014931750286401344,0.9968442916870117,-0.03721825888413144
23.40757733329393,36.44,44.0,58.0,25.248648648648686,13.032422666706069,11.191351351351312,-0.07,0.007875634014792635,0.022449843441352608,0.014574209426559973,0.993342936038971,-0.03371690323609067
24.14527951868617,36.44,44.0,58.0,25.248648648648686,12.294720481313828,11.191351351351312,-0.07,0.008237546141241905,0.022449843441352608,0.014212297300110702,0.9751761555671692,-0.004362468709887657
24.86216304691977,36.44,44.0,58.0,25.248648648648686,11.57783695308023,11.191351351351312,-0.07,0.008603303034340669,0.022449843441352608,0.013846540407011939,0.9436305165290833,0.03282074027857329
