t_room,t_out,rh_room,rh_out,setpoint,t_offset,tsp_offset,pmv-ppd,h_room,h_out,h_offset,energy,saved_energy
24.16666667,31.75,43,78,23.0,7.5833333299999985,8.75,0.1,0.008058366009562714,0.023286558590835487,0.015228192581272773,0.6517995989218227,0.0
24.0,31.75,43,78,23.0,7.75,8.75,0.1,0.007977177338013305,0.023286558590835487,0.015309381252822182,0.6598313113851219,0.0
23.83333333,31.75,42,78,23.0,7.9166666700000015,8.75,0.1,0.007710793716227606,0.023286558590835487,0.015575764874607882,0.6704541987186166,0.0
23.66666667,31.75,42,78,23.0,8.083333329999999,8.75,0.1,0.007632951894967017,0.023286558590835487,0.01565360669586847,0.6786083880092952,0.0
24.0,31.75,42,78,23.0,7.75,8.75,0.1,0.007789338362551247,0.023286558590835487,0.015497220228284241,0.6623687325425465,0.0
24.5,31.75,42,78,23.0,7.25,8.75,0.1,0.008029245146991984,0.023286558590835487,0.015257313443843503,0.6385141833072099,0.0
25.0,31.75,43,78,23.0,6.75,8.75,0.1,0.008475405218726516,0.023286558590835487,0.014811153372108971,0.6126186583081012,0.0
24.83333333,31.75,43,78,23.0,6.9166666700000015,8.75,0.1,0.008390498371889833,0.023286558590835487,0.014896060218945654,0.62032780783504,0.0
24.33333333,31.75,43,78,23.0,7.4166666700000015,8.75,0.1,0.008140286620020143,0.023286558590835487,0.015146271970815344,0.643834404228777,0.0
24.16666667,31.75,43,78,23.0,7.5833333299999985,8.75,0.1,0.008058366009562714,0.023286558590835487,0.015228192581272773,0.6517995989218227,0.0
24.16666667,31.75,42,78,23.0,7.5833333299999985,8.75,-0.08,0.007868591402240239,0.023286558590835487,0.015417967188595248,0.6390923857688904,0.015258545171765281
24.79607095920897,31.75,42,78,25.266666670000017,6.9539290407910315,6.483333329999983,-0.08,0.00817437149773362,0.023286558590835487,0.015112187093101867,0.6432787775993347,0.011072153341320945
25.407751677950326,31.75,42,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008481590069978569,0.023286558590835487,0.014804968520856918,0.6495827436447144,-0.011068560337504474
25.407751677950326,31.75,42,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008481590069978569,0.023286558590835487,0.014804968520856918,0.6461976170539856,-0.023261750407832515
25.407751677950326,31.75,43,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008686352859278917,0.023286558590835487,0.01460020573155657,0.6342364549636841,-0.021617796655582833
25.407751677950326,31.75,43,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008686352859278917,0.023286558590835487,0.01460020573155657,0.6196913123130798,0.008408188921167348
25.407751677950326,31.75,43,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008686352859278917,0.023286558590835487,0.01460020573155657,0.6058709621429443,0.04592863677887837
25.407751677950326,31.75,43,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008686352859278917,0.023286558590835487,0.01460020573155657,0.6023976802825928,0.0655329007793819
25.407751677950326,31.75,42,78,25.266666670000017,6.342248322049674,6.483333329999983,-0.08,0.008481590069978569,0.023286558590835487,0.014804968520856918,0.6092386245727539,0.06936976343654133
