t_room,t_out,rh_room,rh_out,setpoint,t_offset,tsp_offset,pmv-ppd,h_room,h_out,h_offset,energy,saved_energy
24.4,37.55,79.0,70.0,23.0,13.149999999999999,14.549999999999997,0.1,0.015183022413399777,0.029079460112419953,0.013896437699020176,0.904744310026804,0.0
24.450000000000003,37.55,79.0,70.0,23.0,13.099999999999994,14.549999999999997,0.1,0.015229622121970335,0.029079460112419953,0.013849837990449618,0.9011110039907936,0.0
24.5,37.55,78.0,70.0,23.0,13.049999999999997,14.549999999999997,0.1,0.015078291235401437,0.029079460112419953,0.014001168877018516,0.9006449619497164,0.0
24.55,37.55,78.0,70.0,23.0,12.999999999999996,14.549999999999997,0.1,0.01512452647992705,0.029079460112419953,0.013954933632492903,0.8970367198033794,0.0
24.6,37.55,78.0,70.0,23.0,12.949999999999996,14.549999999999997,0.1,0.015170889136789528,0.029079460112419953,0.013908570975630426,0.8934386642663956,0.0
24.6,37.55,78.0,70.0,23.0,12.949999999999996,14.549999999999997,0.1,0.015170889136789528,0.029079460112419953,0.013908570975630426,0.8934386642663956,0.0
24.6,37.55,78.0,70.0,23.0,12.949999999999996,14.549999999999997,0.1,0.015170889136789528,0.029079460112419953,0.013908570975630426,0.8934386642663956,0.0
24.6,37.55,78.0,70.0,23.0,12.949999999999996,14.549999999999997,0.1,0.015170889136789528,0.029079460112419953,0.013908570975630426,0.8934386642663956,0.0
24.65,37.55,77.0,70.0,23.0,12.899999999999999,14.549999999999997,0.1,0.015017574549970145,0.029079460112419953,0.014061885562449809,0.8930194030363001,0.0
24.700000000000003,37.55,77.0,70.0,23.0,12.849999999999994,14.549999999999997,0.1,0.015063566418650622,0.029079460112419953,0.014015893693769332,0.8894461274928007,0.0
24.700000000000003,37.55,77.0,70.0,23.0,12.849999999999994,14.549999999999997,0.13,0.015063566418650622,0.029079460112419953,0.014015893693769332,0.9031433463096619,-0.013697218816861145
25.426491509235706,37.55,77.0,70.0,25.000000000000007,12.12350849076429,12.54999999999999,0.13,0.01574626171494383,0.029079460112419953,0.013333198397476122,0.9032683968544006,-0.017385513993541823
25.426491509235706,37.55,76.0,70.0,25.000000000000007,12.12350849076429,12.54999999999999,0.13,0.015536656773814866,0.029079460112419953,0.013542803338605088,0.8904053568840027,-0.004895323215836189
25.426491509235706,37.55,76.0,70.0,25.000000000000007,12.12350849076429,12.54999999999999,0.13,0.015536656773814866,0.029079460112419953,0.013542803338605088,0.8760160803794861,0.009493953288680412
25.426491509235706,37.55,75.0,70.0,25.000000000000007,12.12350849076429,12.54999999999999,0.13,0.015327189567076759,0.029079460112419953,0.013752270545343195,0.8637717962265015,0.021382502129015712
