timestamp,t_room,rh_room,t_out,rh_out,setpoint
2024-06-01 04:37:00,24.57123034227567,71.0,31.8,65.0,22.0
2024-06-01 04:38:00,24.575393154486587,71.0,31.8,65.0,22.0
2024-06-01 04:39:00,24.5795559666975,71.0,31.8,65.0,22.0
2024-06-01 04:40:00,24.582331174838114,71.0,31.8,65.0,22.0
2024-06-01 04:41:00,24.58371877890842,71.0,31.8,65.0,22.0
2024-06-01 04:42:00,24.586493987049028,70.0,31.8,65.0,22.0
2024-06-01 04:43:00,24.587881591119334,71.0,31.8,65.0,22.0
2024-06-01 04:44:00,24.58926919518964,71.0,31.8,65.0,22.0
2024-06-01 04:45:00,24.590656799259943,71.0,31.8,65.0,22.0
2024-06-01 04:46:00,24.59204440333025,70.0,31.8,65.0,22.0
2024-06-01 04:47:00,24.593432007400555,71.0,31.8,65.0,22.0
2024-06-01 04:48:00,24.593432007400555,71.0,31.8,65.0,22.0
2024-06-01 04:49:00,24.59481961147086,71.0,31.8,65.0,22.0
2024-06-01 04:50:00,24.59481961147086,70.0,31.8,65.0,22.0
2024-06-01 04:51:00,24.596207215541163,70.0,31.8,65.0,22.0
2024-06-01 04:52:00,24.59759481961147,70.0,31.8,65.0,22.0
2024-06-01 04:53:00,24.59759481961147,71.0,31.8,65.0,22.0
2024-06-01 04:54:00,24.59759481961147,71.0,31.8,65.0,22.0
2024-06-01 04:55:00,24.598982423681775,71.0,31.8,65.0,22.0
2024-06-01 04:56:00,24.60037002775208,71.0,31.8,65.0,22.0
2024-06-01 04:57:00,24.60314523589269,70.0,31.8,65.0,22.0
2024-06-01 04:58:00,24.604532839962996,71.0,31.8,65.0,22.0
2024-06-01 04:59:00,24.604532839962996,71.0,31.8,65.0,22.0
2024-06-01 05:00:00,24.605920444033302,71.0,31.8,65.0,22.0
2024-06-01 05:01:00,24.605920444033302,71.0,31.8,65.0,22.0
2024-06-01 05:02:00,24.605920444033302,71.0,31.8,65.0,22.0
2024-06-01 05:03:00,24.607308048103608,71.0,31.8,65.0,22.0
2024-06-01 05:04:00,24.608695652173914,71.0,31.8,65.0,22.0
2024-06-01 05:05:00,24.610083256244216,71.0,31.8,65.0,22.0
2024-06-01 05:06:00,24.611470860314522,71.0,31.8,65.0,22.0
2024-06-01 05:07:00,24.61285846438483,71.0,31.8,65.0,22.0
2024-06-01 05:08:00,24.614246068455135,71.0,31.8,65.0,22.0
2024-06-01 05:09:00,24.61563367252544,71.0,31.8,65.0,22.0
2024-06-01 05:10:00,24.617021276595743,71.0,31.8,65.0,22.0
2024-06-01 05:11:00,24.61840888066605,71.0,31.8,65.0,22.0
2024-06-01 05:12:00,24.61840888066605,71.0,31.8,65.0,22.0
2024-06-01 05:13:00,24.619796484736355,71.0,31.8,65.0,22.0
2024-06-01 05:14:00,24.621184088806658,71.0,31.8,65.0,22.0
2024-06-01 05:15:00,24.62118408880666,71.0,31.8,65.0,22.0
2024-06-01 05:16:00,24.622571692876964,71.0,31.8,65.0,22.0
2024-06-01 05:17:00,24.62395929694727,71.0,31.8,65.0,22.0
2024-06-01 05:18:00,24.625346901017576,71.0,31.8,65.0,22.0
2024-06-01 05:19:00,24.625346901017576,71.0,31.8,65.0,22.0
2024-06-01 05:20:00,24.628122109158184,71.0,31.8,65.0,22.0
2024-06-01 05:21:00,24.628122109158184,71.0,31.8,65.0,22.0
2024-06-01 05:22:00,24.628122109158184,71.0,31.8,65.0,22.0
2024-06-01 05:23:00,24.62950971322849,71.0,31.8,65.0,22.0
2024-06-01 05:24:00,24.62950971322849,71.0,31.8,65.0,22.0
2024-06-01 05:25:00,24.62950971322849,71.0,31.8,65.0,22.0
2024-06-01 05:26:00,24.630897317298796,71.0,31.8,65.0,22.0
2024-06-01 05:27:00,24.630897317298796,71.0,31.8,65.0,22.0
2024-06-01 05:28:00,24.632284921369102,71.0,31.8,65.0,22.0
2024-06-01 05:29:00,24.635060129509714,71.0,31.8,65.0,22.0
2024-06-01 05:30:00,24.637835337650323,70.0,31.8,65.0,22.0
2024-06-01 05:31:00,24.640610545790935,70.0,31.8,65.0,22.0
2024-06-01 05:32:00,24.643385753931543,70.0,31.8,65.0,22.0
2024-06-01 05:33:00,24.64477335800185,70.0,31.8,65.0,22.0
2024-06-01 05:34:00,24.64477335800185,71.0,31.8,65.0,22.0
2024-06-01 05:35:00,24.64477335800185,71.0,31.8,65.0,22.0
2024-06-01 05:36:00,24.64477335800185,71.0,31.8,65.0,22.0
2024-06-01 05:37:00,24.64477335800185,71.0,31.8,65.0,22.0
2024-06-01 05:38:00,24.646160962072152,70.0,31.8,65.0,22.0
2024-06-01 05:39:00,24.647548566142458,70.0,31.8,65.0,22.0
2024-06-01 05:40:00,24.648936170212764,70.0,31.8,65.0,22.0
2024-06-01 05:41:00,24.648936170212764,70.0,31.8,65.0,22.0
2024-06-01 05:42:00,24.65032377428307,70.0,31.8,65.0,22.0
2024-06-01 05:43:00,24.651711378353376,70.0,31.8,65.0,22.0
2024-06-01 05:44:00,24.65309898242368,70.0,31.8,65.0,22.0
2024-06-01 05:45:00,24.654486586493984,70.0,31.8,65.0,22.0
2024-06-01 05:46:00,24.65587419056429,70.0,31.8,65.0,22.0
2024-06-01 05:47:00,24.657261794634596,70.0,31.8,65.0,22.0
2024-06-01 05:48:00,24.658649398704902,70.0,31.8,65.0,22.0
2024-06-01 05:49:00,24.66003700277521,70.0,31.8,65.0,22.0
2024-06-01 05:50:00,24.66003700277521,70.0,31.8,65.0,22.0
2024-06-01 05:51:00,24.661424606845515,70.0,31.8,65.0,22.0
2024-06-01 05:52:00,24.664199814986123,70.0,31.8,65.0,22.0
2024-06-01 05:53:00,24.66697502312673,70.0,31.8,65.0,22.0
2024-06-01 05:54:00,24.668362627197038,70.0,31.8,65.0,22.0
2024-06-01 05:55:00,24.668362627197038,71.0,31.8,65.0,22.0
2024-06-01 05:56:00,24.668362627197038,70.0,31.8,65.0,22.0
2024-06-01 05:57:00,24.669750231267344,70.0,31.8,65.0,22.0
2024-06-01 05:58:00,24.669750231267344,70.0,31.8,65.0,22.0
2024-06-01 05:59:00,24.669750231267344,70.0,31.8,65.0,22.0
2024-06-01 06:00:00,24.669750231267344,71.0,31.8,65.0,22.0
2024-06-01 06:01:00,24.669750231267344,70.0,31.8,65.0,22.0
2024-06-01 06:02:00,24.669750231267344,70.0,31.8,65.0,22.0
2024-06-01 06:03:00,24.669750231267344,70.0,31.8,65.0,22.0
2024-06-01 06:04:00,24.67113783533765,70.0,31.8,65.0,22.0
2024-06-01 06:05:00,24.672525439407956,70.0,31.8,65.0,22.0
2024-06-01 06:06:00,24.673913043478258,70.0,31.8,65.0,22.0
2024-06-01 06:07:00,24.675300647548564,70.0,31.8,65.0,22.0
2024-06-01 06:08:00,24.675300647548568,70.0,31.8,65.0,22.0
2024-06-01 06:09:00,24.675300647548564,70.0,31.8,65.0,22.0
2024-06-01 06:10:00,24.675300647548564,70.0,31.8,65.0,22.0
2024-06-01 06:11:00,24.67668825161887,71.0,31.8,65.0,22.0
2024-06-01 06:12:00,24.67668825161887,70.0,31.8,65.0,22.0
2024-06-01 06:13:00,24.67668825161887,70.0,31.8,65.0,22.0
2024-06-01 06:14:00,24.678075855689176,70.0,31.8,65.0,22.0
